"No","Ch1","Ch2","Ch3","Ch4"
25240,0.118,0.142,0.572,0.168
25241,0.526,0.196,0.196,0.082
25242,0.134,0.234,0.394,0.238
25243,0.13,0.52,0.212,0.138
25244,0.254,0.43,0.142,0.174
25245,0.146,0.182,0.58,0.092
25246,0.262,0.35,0.19,0.198
25247,0.29,0.208,0.286,0.216
25248,0.388,0.214,0.164,0.234
25249,0.142,0.57,0.144,0.144
25250,0.156,0.506,0.17,0.168
25251,0.184,0.388,0.184,0.244
25252,0.432,0.262,0.142,0.164
25253,0.146,0.464,0.218,0.172
25254,0.23,0.204,0.212,0.354
25255,0.404,0.196,0.17,0.23
25256,0.148,0.592,0.098,0.162
25257,0.184,0.124,0.51,0.182
25258,0.242,0.176,0.268,0.314
25259,0.206,0.45,0.142,0.202
25260,0.106,0.384,0.19,0.32
25261,0.458,0.13,0.258,0.154
25262,0.282,0.26,0.126,0.332
25263,0.304,0.118,0.348,0.23
25264,0.222,0.148,0.24,0.39
25265,0.362,0.216,0.25,0.172
25266,0.234,0.46,0.19,0.116
25267,0.094,0.354,0.336,0.216
25268,0.322,0.206,0.328,0.144
25269,0.154,0.154,0.224,0.468
25270,0.358,0.136,0.254,0.252
25271,0.07,0.206,0.462,0.262
25272,0.15,0.126,0.27,0.454
25273,0.22,0.22,0.148,0.412
25274,0.298,0.206,0.156,0.34
25275,0.532,0.29,0.068,0.11
25276,0.25,0.414,0.108,0.228
25277,0.104,0.104,0.406,0.386
25278,0.24,0.412,0.128,0.22
25279,0.36,0.106,0.07,0.464
25280,0.266,0.108,0.458,0.168
25281,0.19,0.062,0.488,0.26
25282,0.476,0.078,0.054,0.392
25283,0.3,0.06,0.182,0.458
25284,0.126,0.434,0.082,0.358
25285,0.502,0.11,0.08,0.308
25286,0.334,0.26,0.086,0.32
25287,0.072,0.652,0.08,0.196
25288,0.116,0.096,0.116,0.672
25289,0.094,0.26,0.344,0.302
25290,0.086,0.438,0.082,0.394
25291,0.392,0.154,0.098,0.356
25292,0.214,0.136,0.184,0.466
25293,0.122,0.344,0.114,0.42
25294,0.208,0.224,0.102,0.466
25295,0.11,0.128,0.214,0.548
25296,0.154,0.582,0.1,0.164
25297,0.086,0.594,0.098,0.222
25298,0.54,0.134,0.086,0.24
25299,0.492,0.186,0.158,0.164
25300,0.206,0.324,0.156,0.314
25301,0.3,0.1,0.146,0.454
25302,0.384,0.094,0.124,0.398
25303,0.114,0.584,0.102,0.2
25304,0.106,0.138,0.322,0.434
25305,0.574,0.146,0.094,0.186
25306,0.164,0.282,0.09,0.464
25307,0.088,0.252,0.168,0.492
25308,0.18,0.598,0.084,0.138
25309,0.196,0.174,0.166,0.464
25310,0.328,0.216,0.09,0.366
25311,0.414,0.128,0.326,0.132
25312,0.112,0.216,0.458,0.214
25313,0.278,0.162,0.19,0.37
25314,0.292,0.152,0.13,0.426
25315,0.412,0.166,0.2,0.222
25316,0.204,0.19,0.158,0.448
25317,0.136,0.446,0.16,0.258
25318,0.506,0.162,0.108,0.224
25319,0.108,0.626,0.076,0.19
25320,0.126,0.226,0.244,0.404
25321,0.074,0.116,0.432,0.378
25322,0.396,0.102,0.356,0.146
25323,0.34,0.192,0.218,0.25
25324,0.21,0.39,0.1,0.3
25325,0.156,0.322,0.144,0.378
25326,0.122,0.156,0.286,0.436
25327,0.112,0.296,0.184,0.408
25328,0.222,0.084,0.446,0.248
25329,0.278,0.1,0.11,0.512
25330,0.066,0.174,0.274,0.486
25331,0.09,0.27,0.068,0.572
25332,0.184,0.19,0.082,0.544
25333,0.162,0.218,0.134,0.486
25334,0.22,0.198,0.082,0.5
25335,0.082,0.352,0.144,0.422
25336,0.062,0.134,0.48,0.324
25337,0.088,0.086,0.264,0.562
25338,0.072,0.108,0.422,0.398
25339,0.362,0.076,0.264,0.298
25340,0.096,0.498,0.064,0.342
25341,0.084,0.486,0.07,0.36
25342,0.116,0.246,0.304,0.334
25343,0.09,0.332,0.392,0.186
25344,0.126,0.082,0.288,0.504
25345,0.13,0.286,0.334,0.25
25346,0.202,0.096,0.132,0.57
25347,0.264,0.478,0.088,0.17
25348,0.254,0.136,0.102,0.508
25349,0.16,0.136,0.406,0.298
25350,0.288,0.214,0.082,0.416
25351,0.12,0.274,0.264,0.342
25352,0.178,0.26,0.116,0.446
25353,0.182,0.134,0.328,0.356
25354,0.236,0.102,0.354,0.308
25355,0.124,0.284,0.094,0.498
25356,0.104,0.422,0.08,0.394
25357,0.17,0.274,0.404,0.152
25358,0.316,0.12,0.174,0.39
25359,0.21,0.096,0.252,0.442
25360,0.06,0.116,0.338,0.486
25361,0.256,0.16,0.238,0.346
25362,0.116,0.118,0.332,0.434
25363,0.126,0.176,0.212,0.486
25364,0.108,0.128,0.304,0.46
25365,0.226,0.112,0.174,0.488
25366,0.138,0.316,0.198,0.348
25367,0.156,0.28,0.214,0.35
25368,0.63,0.19,0.086,0.094
25369,0.392,0.094,0.224,0.29
25370,0.332,0.302,0.092,0.274
25371,0.188,0.478,0.124,0.21
25372,0.432,0.158,0.31,0.1
25373,0.122,0.514,0.262,0.102
25374,0.084,0.262,0.546,0.108
25375,0.248,0.44,0.168,0.144
25376,0.16,0.144,0.356,0.34
25377,0.174,0.366,0.192,0.268
25378,0.552,0.156,0.166,0.126
25379,0.28,0.5,0.142,0.078
25380,0.342,0.43,0.136,0.092
25381,0.166,0.26,0.102,0.472
25382,0.54,0.178,0.108,0.174
25383,0.104,0.554,0.228,0.114
25384,0.2,0.154,0.388,0.258
25385,0.16,0.234,0.248,0.358
25386,0.302,0.142,0.174,0.382
25387,0.156,0.186,0.182,0.476
25388,0.108,0.124,0.6,0.168
25389,0.168,0.482,0.126,0.224
25390,0.118,0.12,0.614,0.148
25391,0.302,0.15,0.224,0.324
25392,0.156,0.17,0.424,0.25
25393,0.208,0.42,0.14,0.232
25394,0.124,0.226,0.52,0.13
25395,0.172,0.216,0.296,0.316
25396,0.188,0.456,0.13,0.226
25397,0.136,0.146,0.386,0.332
25398,0.226,0.194,0.188,0.392
25399,0.174,0.268,0.198,0.36
25400,0.148,0.402,0.146,0.304
25401,0.23,0.136,0.202,0.432
25402,0.408,0.146,0.15,0.296
25403,0.148,0.186,0.378,0.288
25404,0.196,0.314,0.132,0.358
25405,0.372,0.348,0.116,0.164
25406,0.116,0.326,0.108,0.45
25407,0.29,0.114,0.186,0.41
25408,0.15,0.37,0.124,0.356
25409,0.168,0.136,0.354,0.342
25410,0.08,0.22,0.348,0.352
25411,0.2,0.16,0.15,0.49
25412,0.386,0.136,0.188,0.29
25413,0.426,0.134,0.136,0.304
25414,0.142,0.13,0.57,0.158
25415,0.11,0.224,0.274,0.392
25416,0.122,0.22,0.208,0.45
25417,0.108,0.162,0.596,0.134
25418,0.11,0.39,0.164,0.336
25419,0.206,0.472,0.172,0.15
25420,0.118,0.388,0.15,0.344
25421,0.52,0.196,0.172,0.112
25422,0.236,0.126,0.16,0.478
25423,0.408,0.104,0.17,0.318
25424,0.112,0.104,0.3,0.484
25425,0.164,0.118,0.432,0.286
25426,0.176,0.386,0.112,0.326
25427,0.136,0.144,0.298,0.422
25428,0.164,0.132,0.292,0.412
25429,0.236,0.13,0.16,0.474
25430,0.44,0.108,0.17,0.282
25431,0.076,0.316,0.256,0.352
25432,0.212,0.114,0.218,0.456
25433,0.132,0.13,0.254,0.484
25434,0.184,0.156,0.328,0.332
25435,0.284,0.224,0.126,0.366
25436,0.116,0.258,0.106,0.52
25437,0.354,0.284,0.112,0.25
25438,0.218,0.18,0.386,0.216
25439,0.186,0.11,0.282,0.422
25440,0.076,0.154,0.378,0.392
25441,0.218,0.176,0.17,0.436
25442,0.106,0.102,0.438,0.354
25443,0.43,0.222,0.072,0.276
25444,0.122,0.158,0.27,0.45
25445,0.142,0.34,0.328,0.19
25446,0.498,0.128,0.102,0.272
25447,0.146,0.272,0.15,0.432
25448,0.392,0.14,0.098,0.37
25449,0.12,0.406,0.104,0.37
25450,0.628,0.086,0.104,0.182
25451,0.286,0.5,0.076,0.138
25452,0.496,0.144,0.114,0.246
25453,0.154,0.134,0.144,0.568
25454,0.196,0.186,0.348,0.27
25455,0.334,0.15,0.108,0.408
25456,0.126,0.138,0.296,0.44
25457,0.19,0.16,0.406,0.244
25458,0.392,0.124,0.148,0.336
25459,0.636,0.114,0.102,0.148
25460,0.11,0.158,0.568,0.164
25461,0.102,0.166,0.368,0.364
25462,0.328,0.292,0.096,0.284
25463,0.266,0.118,0.27,0.346
25464,0.078,0.452,0.296,0.174
25465,0.508,0.124,0.13,0.238
25466,0.086,0.326,0.482,0.106
25467,0.248,0.302,0.096,0.354
25468,0.196,0.386,0.118,0.3
25469,0.15,0.578,0.084,0.188
25470,0.112,0.142,0.626,0.12
25471,0.104,0.402,0.094,0.4
25472,0.192,0.244,0.13,0.434
25473,0.442,0.116,0.226,0.216
25474,0.158,0.568,0.074,0.2
25475,0.162,0.534,0.116,0.188
25476,0.326,0.222,0.056,0.396
25477,0.22,0.148,0.26,0.372
25478,0.086,0.424,0.096,0.394
25479,0.08,0.098,0.684,0.138
25480,0.168,0.086,0.264,0.482
25481,0.164,0.398,0.072,0.366
25482,0.258,0.122,0.26,0.36
25483,0.192,0.396,0.268,0.144
25484,0.17,0.136,0.296,0.398
25485,0.524,0.208,0.122,0.146
25486,0.168,0.126,0.284,0.422
25487,0.162,0.326,0.124,0.388
25488,0.43,0.116,0.204,0.25
25489,0.12,0.228,0.318,0.334
25490,0.316,0.108,0.404,0.172
25491,0.234,0.224,0.166,0.376
25492,0.374,0.25,0.128,0.248
25493,0.142,0.084,0.332,0.442
25494,0.47,0.142,0.116,0.272
25495,0.38,0.118,0.332,0.17
25496,0.282,0.14,0.426,0.152
25497,0.066,0.172,0.386,0.376
25498,0.464,0.058,0.104,0.374
25499,0.09,0.202,0.436,0.272
25500,0.366,0.096,0.16,0.378
25501,0.13,0.39,0.098,0.382
25502,0.366,0.12,0.376,0.138
25503,0.136,0.13,0.352,0.382
25504,0.282,0.502,0.078,0.138
25505,0.104,0.382,0.192,0.322
25506,0.13,0.162,0.34,0.368
25507,0.146,0.186,0.126,0.542
25508,0.104,0.582,0.208,0.106
25509,0.412,0.138,0.178,0.272
25510,0.124,0.15,0.358,0.368
25511,0.374,0.156,0.108,0.362
25512,0.498,0.128,0.122,0.252
25513,0.104,0.208,0.2,0.488
25514,0.08,0.146,0.454,0.32
25515,0.102,0.396,0.134,0.368
25516,0.148,0.416,0.122,0.314
25517,0.38,0.12,0.17,0.33
25518,0.414,0.134,0.206,0.246
25519,0.08,0.546,0.29,0.084
25520,0.148,0.382,0.34,0.13
25521,0.286,0.244,0.154,0.316
25522,0.084,0.494,0.148,0.274
25523,0.628,0.082,0.118,0.172
25524,0.136,0.166,0.422,0.276
25525,0.408,0.162,0.118,0.312
25526,0.192,0.578,0.076,0.154
25527,0.292,0.116,0.1,0.492
25528,0.292,0.1,0.47,0.138
25529,0.51,0.108,0.198,0.184
25530,0.184,0.488,0.086,0.242
25531,0.07,0.102,0.728,0.1
25532,0.142,0.294,0.452,0.112
25533,0.386,0.112,0.374,0.128
25534,0.11,0.626,0.046,0.218
25535,0.268,0.456,0.084,0.192
25536,0.12,0.242,0.386,0.252
25537,0.118,0.274,0.296,0.312
25538,0.496,0.18,0.174,0.15
25539,0.34,0.242,0.296,0.122
25540,0.154,0.19,0.43,0.226
25541,0.29,0.314,0.292,0.104
25542,0.132,0.362,0.202,0.304
25543,0.27,0.192,0.378,0.16
25544,0.342,0.258,0.084,0.316
25545,0.262,0.228,0.372,0.138
25546,0.176,0.334,0.222,0.268
25547,0.132,0.322,0.414,0.132
25548,0.19,0.272,0.304,0.234
25549,0.108,0.14,0.404,0.348
25550,0.224,0.19,0.162,0.424
25551,0.262,0.224,0.144,0.37
25552,0.164,0.396,0.224,0.216
25553,0.206,0.386,0.246,0.162
25554,0.22,0.502,0.096,0.182
25555,0.346,0.226,0.124,0.304
25556,0.222,0.536,0.154,0.088
25557,0.462,0.26,0.106,0.172
25558,0.328,0.192,0.106,0.374
25559,0.538,0.176,0.116,0.17
25560,0.212,0.256,0.128,0.404
25561,0.192,0.232,0.152,0.424
25562,0.146,0.184,0.288,0.382
25563,0.51,0.178,0.134,0.178
25564,0.146,0.146,0.518,0.19
25565,0.242,0.146,0.17,0.442
25566,0.138,0.306,0.146,0.41
25567,0.102,0.35,0.17,0.378
25568,0.362,0.322,0.156,0.16
25569,0.43,0.15,0.302,0.118
25570,0.26,0.162,0.18,0.398
25571,0.28,0.18,0.128,0.412
25572,0.386,0.226,0.144,0.244
25573,0.252,0.474,0.148,0.126
25574,0.14,0.176,0.24,0.444
25575,0.26,0.31,0.168,0.262
25576,0.188,0.176,0.336,0.3
25577,0.248,0.176,0.282,0.294
25578,0.272,0.314,0.132,0.282
25579,0.59,0.164,0.15,0.096
25580,0.46,0.14,0.186,0.214
25581,0.368,0.192,0.186,0.254
25582,0.144,0.24,0.21,0.406
25583,0.368,0.102,0.41,0.12
25584,0.242,0.252,0.182,0.324
25585,0.136,0.378,0.136,0.35
25586,0.322,0.17,0.358,0.15
25587,0.508,0.198,0.15,0.144
25588,0.322,0.228,0.138,0.312
25589,0.51,0.17,0.138,0.182
25590,0.178,0.308,0.138,0.376
25591,0.174,0.282,0.158,0.386
25592,0.518,0.224,0.074,0.184
25593,0.186,0.504,0.148,0.162
25594,0.304,0.282,0.13,0.284
25595,0.438,0.27,0.072,0.22
25596,0.068,0.08,0.576,0.276
25597,0.246,0.088,0.078,0.588
25598,0.338,0.23,0.082,0.35
25599,0.122,0.106,0.414,0.358
25600,0.068,0.07,0.612,0.25
25601,0.668,0.05,0.19,0.092
25602,0.298,0.106,0.138,0.458
25603,0.678,0.182,0.054,0.086
25604,0.038,0.826,0.094,0.042
25605,0.102,0.082,0.144,0.672
25606,0.096,0.738,0.088,0.078
25607,0.606,0.136,0.076,0.182
25608,0.118,0.176,0.108,0.598
25609,0.644,0.126,0.074,0.156
25610,0.212,0.124,0.07,0.594
25611,0.144,0.19,0.508,0.158
25612,0.152,0.138,0.618,0.092
25613,0.392,0.12,0.208,0.28
25614,0.306,0.19,0.212,0.292
25615,0.314,0.27,0.106,0.31
25616,0.15,0.212,0.464,0.174
25617,0.322,0.224,0.228,0.226
25618,0.216,0.228,0.462,0.094
25619,0.1,0.198,0.316,0.386
25620,0.102,0.17,0.398,0.33
25621,0.208,0.08,0.51,0.202
25622,0.292,0.216,0.244,0.248
25623,0.168,0.294,0.21,0.328
25624,0.154,0.296,0.232,0.318
25625,0.104,0.274,0.18,0.442
25626,0.146,0.42,0.226,0.208
25627,0.164,0.334,0.166,0.336
25628,0.142,0.378,0.312,0.168
25629,0.204,0.302,0.352,0.142
25630,0.156,0.392,0.158,0.294
25631,0.224,0.214,0.306,0.256
25632,0.132,0.542,0.202,0.124
25633,0.102,0.228,0.282,0.388
25634,0.322,0.128,0.08,0.47
25635,0.618,0.102,0.1,0.18
25636,0.454,0.188,0.14,0.218
25637,0.24,0.15,0.158,0.452
25638,0.288,0.136,0.106,0.47
25639,0.158,0.39,0.088,0.364
25640,0.274,0.116,0.146,0.464
25641,0.238,0.17,0.212,0.38
25642,0.088,0.446,0.142,0.324
25643,0.12,0.612,0.122,0.146
25644,0.504,0.134,0.106,0.256
25645,0.102,0.698,0.086,0.114
25646,0.128,0.142,0.544,0.186
25647,0.21,0.108,0.32,0.362
25648,0.166,0.078,0.218,0.538
25649,0.112,0.59,0.126,0.172
25650,0.102,0.108,0.394,0.396
25651,0.38,0.23,0.322,0.068
25652,0.322,0.106,0.066,0.506
25653,0.342,0.338,0.164,0.156
25654,0.084,0.366,0.222,0.328
25655,0.06,0.072,0.494,0.374
25656,0.468,0.102,0.078,0.352
25657,0.134,0.43,0.124,0.312
25658,0.21,0.588,0.07,0.132
25659,0.644,0.088,0.138,0.13
25660,0.124,0.672,0.11,0.094
25661,0.13,0.062,0.168,0.64
25662,0.09,0.536,0.054,0.32
25663,0.096,0.076,0.104,0.724
25664,0.112,0.364,0.152,0.372
25665,0.032,0.182,0.174,0.612
25666,0.174,0.116,0.17,0.54
25667,0.688,0.084,0.08,0.148
25668,0.126,0.122,0.092,0.66
25669,0.076,0.316,0.092,0.516
25670,0.534,0.21,0.084,0.172
25671,0.134,0.446,0.372,0.048
25672,0.108,0.436,0.1,0.356
25673,0.104,0.408,0.186,0.302
25674,0.37,0.138,0.208,0.284
25675,0.358,0.144,0.214,0.284
25676,0.226,0.314,0.092,0.368
25677,0.508,0.164,0.098,0.23
25678,0.126,0.302,0.322,0.25
25679,0.124,0.508,0.088,0.28
25680,0.152,0.594,0.132,0.122
25681,0.108,0.446,0.158,0.288
25682,0.216,0.22,0.186,0.378
25683,0.578,0.148,0.11,0.164
25684,0.104,0.522,0.066,0.308
25685,0.132,0.382,0.122,0.364
25686,0.096,0.412,0.136,0.356
25687,0.152,0.552,0.122,0.174
25688,0.1,0.426,0.29,0.184
25689,0.478,0.158,0.252,0.112
25690,0.124,0.56,0.16,0.156
25691,0.13,0.2,0.504,0.166
25692,0.198,0.272,0.178,0.352
25693,0.146,0.55,0.168,0.136
25694,0.31,0.2,0.148,0.342
25695,0.226,0.492,0.116,0.166
25696,0.216,0.224,0.392,0.168
25697,0.168,0.16,0.498,0.174
25698,0.262,0.308,0.192,0.238
25699,0.192,0.252,0.294,0.262
25700,0.162,0.186,0.488,0.164
25701,0.206,0.55,0.162,0.082
25702,0.16,0.442,0.256,0.142
25703,0.172,0.416,0.146,0.266
25704,0.564,0.17,0.132,0.134
25705,0.134,0.28,0.422,0.164
25706,0.434,0.194,0.152,0.22
25707,0.228,0.524,0.104,0.144
25708,0.17,0.146,0.544,0.14
25709,0.084,0.392,0.408,0.116
25710,0.178,0.094,0.572,0.156
25711,0.244,0.168,0.334,0.254
25712,0.234,0.35,0.15,0.266
25713,0.402,0.394,0.108,0.096
25714,0.288,0.158,0.278,0.276
25715,0.1,0.246,0.5,0.154
25716,0.14,0.242,0.342,0.276
25717,0.146,0.47,0.204,0.18
25718,0.29,0.194,0.2,0.316
25719,0.108,0.58,0.138,0.174
25720,0.156,0.308,0.196,0.34
25721,0.166,0.126,0.624,0.084
25722,0.196,0.244,0.158,0.402
25723,0.13,0.138,0.57,0.162
25724,0.146,0.188,0.338,0.328
25725,0.212,0.122,0.516,0.15
25726,0.166,0.152,0.192,0.49
25727,0.128,0.228,0.322,0.322
25728,0.172,0.218,0.224,0.386
25729,0.364,0.124,0.286,0.226
25730,0.636,0.186,0.034,0.144
25731,0.176,0.076,0.346,0.402
25732,0.09,0.112,0.578,0.22
25733,0.158,0.208,0.234,0.4
25734,0.398,0.168,0.13,0.304
25735,0.112,0.322,0.266,0.3
25736,0.128,0.204,0.348,0.32
25737,0.124,0.484,0.192,0.2
25738,0.208,0.228,0.112,0.452
25739,0.132,0.168,0.256,0.444
25740,0.412,0.16,0.13,0.298
25741,0.542,0.188,0.08,0.19
25742,0.098,0.706,0.078,0.118
25743,0.09,0.442,0.132,0.336
25744,0.558,0.194,0.134,0.114
25745,0.084,0.61,0.14,0.166
25746,0.66,0.08,0.214,0.046
25747,0.344,0.248,0.064,0.344
25748,0.092,0.556,0.1,0.252
25749,0.322,0.084,0.262,0.332
25750,0.268,0.098,0.584,0.05
25751,0.228,0.104,0.52,0.148
25752,0.176,0.094,0.302,0.428
25753,0.61,0.072,0.216,0.102
25754,0.6,0.072,0.03,0.298
25755,0.248,0.084,0.078,0.59
25756,0.392,0.446,0.064,0.098
25757,0.286,0.124,0.152,0.438
25758,0.144,0.104,0.152,0.6
25759,0.358,0.222,0.274,0.146
25760,0.564,0.108,0.268,0.06
25761,0.096,0.354,0.066,0.484
25762,0.26,0.33,0.054,0.356
25763,0.166,0.372,0.158,0.304
25764,0.282,0.07,0.146,0.502
25765,0.356,0.196,0.28,0.168
25766,0.232,0.448,0.2,0.12
25767,0.336,0.248,0.108,0.308
25768,0.184,0.336,0.108,0.372
25769,0.404,0.216,0.116,0.264
25770,0.346,0.168,0.138,0.348
25771,0.124,0.574,0.14,0.162
25772,0.318,0.266,0.128,0.288
25773,0.462,0.148,0.086,0.304
25774,0.384,0.206,0.188,0.222
25775,0.258,0.166,0.416,0.16
25776,0.27,0.118,0.212,0.4
25777,0.202,0.18,0.398,0.22
25778,0.222,0.5,0.1,0.178
25779,0.144,0.46,0.074,0.322
25780,0.078,0.41,0.186,0.326
25781,0.456,0.236,0.08,0.228
25782,0.084,0.424,0.126,0.366
25783,0.256,0.092,0.418,0.234
25784,0.34,0.182,0.232,0.246
25785,0.138,0.376,0.19,0.296
25786,0.272,0.336,0.136,0.256
25787,0.146,0.526,0.21,0.118
25788,0.272,0.242,0.3,0.186
25789,0.408,0.162,0.244,0.186
25790,0.196,0.312,0.146,0.346
25791,0.126,0.402,0.32,0.152
25792,0.284,0.162,0.306,0.248
25793,0.122,0.472,0.162,0.244
25794,0.192,0.3,0.222,0.286
25795,0.14,0.438,0.272,0.15
25796,0.312,0.154,0.344,0.19
25797,0.27,0.358,0.114,0.258
25798,0.182,0.298,0.186,0.334
25799,0.246,0.16,0.446,0.148
25800,0.332,0.212,0.136,0.32
25801,0.21,0.24,0.162,0.388
25802,0.352,0.172,0.16,0.316
25803,0.224,0.15,0.162,0.464
25804,0.198,0.136,0.37,0.296
25805,0.252,0.482,0.11,0.156
25806,0.554,0.11,0.172,0.164
25807,0.2,0.404,0.11,0.286
25808,0.274,0.198,0.1,0.428
25809,0.106,0.138,0.308,0.448
25810,0.128,0.104,0.35,0.418
25811,0.164,0.586,0.132,0.118
25812,0.192,0.266,0.31,0.232
25813,0.578,0.128,0.132,0.162
25814,0.236,0.15,0.14,0.474
25815,0.11,0.616,0.13,0.144
25816,0.096,0.276,0.2,0.428
25817,0.136,0.146,0.2,0.518
25818,0.168,0.262,0.312,0.258
25819,0.368,0.106,0.236,0.29
25820,0.172,0.088,0.298,0.442
25821,0.102,0.134,0.508,0.256
25822,0.14,0.314,0.312,0.234
25823,0.254,0.298,0.206,0.242
25824,0.314,0.142,0.288,0.256
25825,0.124,0.348,0.338,0.19
25826,0.312,0.386,0.106,0.196
25827,0.202,0.196,0.2,0.402
25828,0.32,0.372,0.108,0.2
25829,0.306,0.302,0.138,0.254
25830,0.168,0.244,0.386,0.202
25831,0.318,0.178,0.15,0.354
25832,0.134,0.492,0.2,0.174
25833,0.126,0.318,0.402,0.154
25834,0.378,0.176,0.186,0.26
25835,0.118,0.156,0.436,0.29
25836,0.196,0.202,0.308,0.294
25837,0.12,0.286,0.274,0.32
25838,0.128,0.468,0.086,0.318
25839,0.472,0.208,0.148,0.172
25840,0.13,0.286,0.352,0.232
25841,0.192,0.176,0.308,0.324
25842,0.218,0.512,0.1,0.17
25843,0.35,0.396,0.106,0.148
25844,0.448,0.132,0.222,0.198
25845,0.156,0.236,0.476,0.132
25846,0.286,0.148,0.174,0.392
25847,0.37,0.116,0.13,0.384
25848,0.108,0.482,0.12,0.29
25849,0.37,0.164,0.294,0.172
25850,0.102,0.484,0.262,0.152
25851,0.64,0.124,0.102,0.134
25852,0.21,0.338,0.166,0.286
25853,0.11,0.35,0.416,0.124
25854,0.34,0.198,0.114,0.348
25855,0.5,0.142,0.088,0.27
25856,0.472,0.2,0.092,0.236
25857,0.154,0.188,0.158,0.5
25858,0.13,0.364,0.118,0.388
25859,0.176,0.116,0.226,0.482
25860,0.44,0.116,0.084,0.36
25861,0.07,0.096,0.612,0.222
25862,0.106,0.08,0.596,0.218
25863,0.074,0.088,0.71,0.128
25864,0.384,0.128,0.088,0.4
25865,0.05,0.284,0.582,0.084
25866,0.152,0.11,0.486,0.252
25867,0.096,0.494,0.112,0.298
25868,0.146,0.25,0.054,0.55
25869,0.062,0.428,0.272,0.238
25870,0.084,0.082,0.25,0.584
25871,0.042,0.114,0.57,0.274
25872,0.102,0.142,0.384,0.372
25873,0.092,0.164,0.252,0.492
25874,0.65,0.06,0.148,0.142
25875,0.06,0.204,0.464,0.272
25876,0.446,0.092,0.118,0.344
25877,0.688,0.074,0.07,0.168
25878,0.138,0.15,0.146,0.566
25879,0.094,0.492,0.176,0.238
25880,0.146,0.682,0.082,0.09
25881,0.342,0.43,0.138,0.09
25882,0.516,0.184,0.146,0.154
25883,0.53,0.11,0.204,0.156
25884,0.316,0.214,0.322,0.148
25885,0.26,0.174,0.22,0.346
25886,0.09,0.564,0.232,0.114
25887,0.346,0.164,0.264,0.226
25888,0.428,0.152,0.174,0.246
25889,0.192,0.256,0.372,0.18
25890,0.548,0.152,0.142,0.158
25891,0.122,0.296,0.404,0.178
25892,0.22,0.21,0.236,0.334
25893,0.376,0.218,0.164,0.242
25894,0.454,0.172,0.24,0.134
25895,0.41,0.196,0.146,0.248
25896,0.214,0.232,0.368,0.186
25897,0.296,0.336,0.2,0.168
25898,0.278,0.438,0.166,0.118
25899,0.16,0.41,0.174,0.256
25900,0.146,0.156,0.488,0.21
25901,0.264,0.256,0.386,0.094
25902,0.138,0.238,0.374,0.25
25903,0.172,0.35,0.326,0.152
25904,0.108,0.232,0.424,0.236
25905,0.132,0.272,0.38,0.216
25906,0.314,0.446,0.114,0.126
25907,0.276,0.316,0.16,0.248
25908,0.238,0.186,0.29,0.286
25909,0.332,0.43,0.126,0.112
25910,0.158,0.32,0.222,0.3
25911,0.33,0.184,0.188,0.298
25912,0.338,0.29,0.228,0.144
25913,0.158,0.144,0.488,0.21
25914,0.146,0.176,0.524,0.154
25915,0.384,0.238,0.176,0.202
25916,0.21,0.308,0.252,0.23
25917,0.226,0.478,0.146,0.15
25918,0.344,0.31,0.248,0.098
25919,0.504,0.078,0.264,0.154
25920,0.288,0.332,0.232,0.148
25921,0.284,0.12,0.486,0.11
25922,0.156,0.236,0.308,0.3
25923,0.218,0.122,0.274,0.386
25924,0.754,0.086,0.07,0.09
25925,0.092,0.084,0.61,0.214
25926,0.238,0.538,0.142,0.082
25927,0.118,0.37,0.284,0.228
25928,0.056,0.542,0.306,0.096
25929,0.076,0.544,0.106,0.274
25930,0.11,0.534,0.294,0.062
25931,0.082,0.068,0.756,0.094
25932,0.076,0.514,0.17,0.24
25933,0.206,0.18,0.508,0.106
25934,0.184,0.196,0.482,0.138
25935,0.28,0.206,0.104,0.41
25936,0.182,0.116,0.512,0.19
25937,0.642,0.122,0.06,0.176
25938,0.188,0.392,0.124,0.296
25939,0.11,0.088,0.482,0.32
25940,0.136,0.166,0.112,0.586
25941,0.11,0.154,0.634,0.102
25942,0.116,0.558,0.152,0.174
25943,0.074,0.344,0.142,0.44
25944,0.218,0.12,0.134,0.528
25945,0.166,0.114,0.188,0.532
25946,0.64,0.078,0.122,0.16
25947,0.522,0.176,0.118,0.184
25948,0.098,0.128,0.132,0.642
25949,0.148,0.208,0.502,0.142
25950,0.626,0.118,0.118,0.138
25951,0.116,0.138,0.494,0.252
25952,0.082,0.078,0.568,0.272
25953,0.162,0.1,0.108,0.63
25954,0.608,0.074,0.088,0.23
25955,0.15,0.496,0.128,0.226
25956,0.126,0.192,0.618,0.064
25957,0.32,0.254,0.07,0.356
25958,0.238,0.36,0.118,0.284
25959,0.128,0.128,0.534,0.21
25960,0.51,0.22,0.128,0.142
25961,0.508,0.142,0.242,0.108
25962,0.478,0.256,0.132,0.134
25963,0.092,0.352,0.416,0.14
25964,0.376,0.292,0.16,0.172
25965,0.102,0.156,0.596,0.146
25966,0.132,0.202,0.552,0.114
25967,0.236,0.18,0.142,0.442
25968,0.142,0.396,0.22,0.242
25969,0.1,0.33,0.45,0.12
25970,0.194,0.454,0.11,0.242
25971,0.452,0.27,0.126,0.152
25972,0.21,0.444,0.152,0.194
25973,0.116,0.216,0.52,0.148
25974,0.194,0.088,0.152,0.566
