"","Ch1","Ch2","Ch3","Ch4","No"
"7268",0.072,0.106,0.062,0.76,7268
"7269",0.03,0.822,0.068,0.08,7269
"7270",0.11,0.16,0.224,0.506,7270
"7271",0.032,0.044,0.84,0.084,7271
"7272",0.812,0.082,0.026,0.08,7272
"7273",0.042,0.06,0.766,0.132,7273
"7274",0.134,0.134,0.3,0.432,7274
"7275",0.042,0.1,0.062,0.796,7275
"7276",0.046,0.058,0.812,0.084,7276
"7277",0.75,0.036,0.036,0.178,7277
"7278",0.046,0.724,0.026,0.204,7278
"7279",0.13,0.678,0.128,0.064,7279
"7280",0.116,0.032,0.786,0.066,7280
"7281",0.036,0.768,0.034,0.162,7281
"7282",0.242,0.07,0.356,0.332,7282
"7283",0.04,0.774,0.076,0.11,7283
"7284",0.054,0.076,0.758,0.112,7284
"7285",0.1,0.794,0.042,0.064,7285
"7286",0.016,0.096,0.818,0.07,7286
"7287",0.094,0.772,0.034,0.1,7287
"7288",0.058,0.04,0.072,0.83,7288
"7289",0.02,0.778,0.052,0.15,7289
"7290",0.086,0.392,0.042,0.48,7290
"7291",0.042,0.04,0.068,0.85,7291
"7292",0.1,0.73,0.03,0.14,7292
"7293",0.736,0.044,0.014,0.206,7293
"7294",0.164,0.052,0.058,0.726,7294
"7295",0.024,0.126,0.778,0.072,7295
"7296",0.026,0.794,0.064,0.116,7296
"7297",0.694,0.158,0.108,0.04,7297
"7298",0.692,0.076,0.19,0.042,7298
"7299",0.18,0.07,0.67,0.08,7299
"7300",0.192,0.668,0.05,0.09,7300
"7301",0.078,0.75,0.09,0.082,7301
"7302",0.234,0.308,0.162,0.296,7302
"7303",0.268,0.482,0.126,0.124,7303
"7304",0.242,0.284,0.172,0.302,7304
"7305",0.656,0.194,0.094,0.056,7305
"7306",0.084,0.106,0.728,0.082,7306
"7307",0.124,0.746,0.068,0.062,7307
"7308",0.218,0.434,0.144,0.204,7308
"7309",0.214,0.694,0.05,0.042,7309
"7310",0.048,0.762,0.104,0.086,7310
"7311",0.206,0.68,0.07,0.044,7311
"7312",0.758,0.09,0.098,0.054,7312
"7313",0.692,0.206,0.04,0.062,7313
"7314",0.692,0.076,0.15,0.082,7314
"7315",0.062,0.718,0.146,0.074,7315
"7316",0.188,0.15,0.262,0.4,7316
"7317",0.05,0.724,0.074,0.152,7317
"7318",0.036,0.842,0.084,0.038,7318
"7319",0.712,0.09,0.066,0.132,7319
"7320",0.078,0.664,0.22,0.038,7320
"7321",0.674,0.1,0.08,0.146,7321
"7322",0.038,0.094,0.07,0.798,7322
"7323",0.084,0.12,0.752,0.044,7323
"7324",0.194,0.45,0.242,0.114,7324
"7325",0.11,0.03,0.746,0.114,7325
"7326",0.126,0.05,0.096,0.728,7326
"7327",0.046,0.048,0.082,0.824,7327
"7328",0.07,0.152,0.738,0.04,7328
"7329",0.192,0.142,0.238,0.428,7329
"7330",0.082,0.622,0.074,0.222,7330
"7331",0.75,0.028,0.18,0.042,7331
"7332",0.074,0.73,0.028,0.168,7332
"7333",0.138,0.74,0.036,0.086,7333
"7334",0.678,0.104,0.04,0.178,7334
"7335",0.448,0.276,0.062,0.214,7335
"7336",0.826,0.032,0.1,0.042,7336
"7337",0.708,0.12,0.144,0.028,7337
"7338",0.104,0.064,0.51,0.322,7338
"7339",0.108,0.354,0.224,0.314,7339
"7340",0.036,0.044,0.704,0.216,7340
"7341",0.174,0.784,0.024,0.018,7341
"7342",0.062,0.766,0.062,0.11,7342
"7343",0.028,0.156,0.036,0.78,7343
"7344",0.102,0.732,0.08,0.086,7344
"7345",0.06,0.864,0.018,0.058,7345
"7346",0.1,0.814,0.018,0.068,7346
"7347",0.698,0.094,0.112,0.096,7347
"7348",0.044,0.112,0.034,0.81,7348
"7349",0.064,0.724,0.066,0.146,7349
"7350",0.01,0.022,0.934,0.034,7350
"7351",0.024,0.016,0.904,0.056,7351
"7352",0.026,0.076,0.826,0.072,7352
"7353",0.082,0.736,0.042,0.14,7353
"7354",0.258,0.218,0.202,0.322,7354
"7355",0.026,0.17,0.042,0.762,7355
"7356",0.022,0.732,0.196,0.05,7356
"7357",0.136,0.276,0.15,0.438,7357
"7358",0.094,0.122,0.688,0.096,7358
"7359",0.674,0.124,0.028,0.174,7359
"7360",0.038,0.72,0.12,0.122,7360
"7361",0.702,0.098,0.056,0.144,7361
"7362",0.054,0.084,0.686,0.176,7362
"7363",0.12,0.33,0.09,0.46,7363
"7364",0.038,0.188,0.754,0.02,7364
"7365",0.034,0.694,0.084,0.188,7365
"7366",0.1,0.724,0.042,0.134,7366
"7367",0.242,0.09,0.204,0.464,7367
"7368",0.69,0.09,0.068,0.152,7368
"7369",0.04,0.186,0.646,0.128,7369
"7370",0.592,0.096,0.174,0.138,7370
"7371",0.624,0.14,0.2,0.036,7371
"7372",0.074,0.74,0.036,0.15,7372
"7373",0.31,0.178,0.316,0.196,7373
"7374",0.072,0.768,0.078,0.082,7374
"7375",0.112,0.086,0.054,0.748,7375
"7376",0.096,0.084,0.04,0.78,7376
"7377",0.158,0.064,0.054,0.724,7377
"7378",0.098,0.062,0.082,0.758,7378
"7379",0.06,0.796,0.062,0.082,7379
"7380",0.732,0.094,0.048,0.126,7380
"7381",0.756,0.044,0.05,0.15,7381
"7382",0.11,0.074,0.128,0.688,7382
"7383",0.106,0.044,0.788,0.062,7383
"7384",0.198,0.138,0.236,0.428,7384
"7385",0.104,0.042,0.78,0.074,7385
"7386",0.25,0.432,0.092,0.226,7386
"7387",0.058,0.196,0.028,0.718,7387
"7388",0.042,0.11,0.118,0.73,7388
"7389",0.374,0.218,0.108,0.3,7389
"7390",0.16,0.346,0.124,0.37,7390
"7391",0.11,0.044,0.136,0.71,7391
"7392",0.104,0.104,0.096,0.696,7392
"7393",0.054,0.086,0.78,0.08,7393
"7394",0.068,0.116,0.072,0.744,7394
"7395",0.138,0.472,0.204,0.186,7395
"7396",0.096,0.36,0.226,0.318,7396
"7397",0.072,0.042,0.152,0.734,7397
"7398",0.032,0.09,0.822,0.056,7398
"7399",0.816,0.054,0.038,0.092,7399
"7400",0.144,0.06,0.044,0.752,7400
"7401",0.816,0.08,0.038,0.066,7401
"7402",0.196,0.186,0.178,0.44,7402
"7403",0.076,0.128,0.04,0.756,7403
"7404",0.146,0.042,0.074,0.738,7404
"7405",0.054,0.112,0.07,0.764,7405
"7406",0.064,0.126,0.096,0.714,7406
"7407",0.048,0.816,0.066,0.07,7407
"7408",0.08,0.048,0.144,0.728,7408
"7409",0.096,0.078,0.082,0.744,7409
"7410",0.038,0.096,0.742,0.124,7410
"7411",0.102,0.022,0.758,0.118,7411
"7412",0.16,0.724,0.028,0.088,7412
"7413",0.688,0.046,0.026,0.24,7413
"7414",0.182,0.032,0.018,0.768,7414
"7415",0.038,0.788,0.036,0.138,7415
"7416",0.08,0.198,0.2,0.522,7416
"7417",0.174,0.044,0.642,0.14,7417
"7418",0.06,0.792,0.092,0.056,7418
"7419",0.048,0.03,0.758,0.164,7419
"7420",0.132,0.094,0.536,0.238,7420
"7421",0.716,0.038,0.056,0.19,7421
"7422",0.074,0.178,0.682,0.066,7422
"7423",0.042,0.69,0.21,0.058,7423
"7424",0.06,0.186,0.656,0.098,7424
"7425",0.136,0.722,0.052,0.09,7425
"7426",0.224,0.702,0.032,0.042,7426
"7427",0.682,0.25,0.018,0.05,7427
"7428",0.086,0.05,0.746,0.118,7428
"7429",0.022,0.042,0.764,0.172,7429
"7430",0.048,0.162,0.704,0.086,7430
"7431",0.67,0.162,0.038,0.13,7431
"7432",0.122,0.718,0.056,0.104,7432
"7433",0.144,0.136,0.68,0.04,7433
"7434",0.078,0.028,0.716,0.178,7434
"7435",0.034,0.078,0.77,0.118,7435
"7436",0.018,0.91,0.024,0.048,7436
"7437",0.404,0.152,0.104,0.34,7437
"7438",0.698,0.026,0.24,0.036,7438
"7439",0.18,0.058,0.654,0.108,7439
"7440",0.104,0.562,0.088,0.246,7440
"7441",0.05,0.71,0.152,0.088,7441
"7442",0.036,0.818,0.106,0.04,7442
"7443",0.676,0.116,0.032,0.176,7443
"7444",0.094,0.468,0.286,0.152,7444
"7445",0.032,0.044,0.782,0.142,7445
"7446",0.08,0.754,0.062,0.104,7446
"7447",0.116,0.15,0.676,0.058,7447
"7448",0.1,0.202,0.406,0.292,7448
"7449",0.706,0.108,0.034,0.152,7449
"7450",0.062,0.728,0.042,0.168,7450
"7451",0.038,0.834,0.09,0.038,7451
"7452",0.41,0.156,0.19,0.244,7452
"7453",0.036,0.054,0.142,0.768,7453
"7454",0.16,0.468,0.184,0.188,7454
"7455",0.102,0.222,0.4,0.276,7455
"7456",0.802,0.092,0.042,0.064,7456
"7457",0.09,0.326,0.238,0.346,7457
"7458",0.818,0.068,0.032,0.082,7458
"7459",0.158,0.306,0.318,0.218,7459
"7460",0.126,0.532,0.144,0.198,7460
"7461",0.09,0.066,0.092,0.752,7461
"7462",0.07,0.814,0.05,0.066,7462
"7463",0.466,0.126,0.14,0.268,7463
"7464",0.064,0.07,0.772,0.094,7464
"7465",0.166,0.458,0.11,0.266,7465
"7466",0.028,0.074,0.058,0.84,7466
"7467",0.068,0.728,0.14,0.064,7467
"7468",0.714,0.1,0.094,0.092,7468
"7469",0.054,0.816,0.092,0.038,7469
"7470",0.682,0.178,0.118,0.022,7470
"7471",0.056,0.708,0.152,0.084,7471
"7472",0.842,0.05,0.04,0.068,7472
"7473",0.126,0.042,0.718,0.114,7473
"7474",0.7,0.088,0.13,0.082,7474
"7475",0.742,0.042,0.192,0.024,7475
"7476",0.056,0.09,0.732,0.122,7476
"7477",0.71,0.066,0.1,0.124,7477
"7478",0.074,0.858,0.032,0.036,7478
"7479",0.058,0.056,0.142,0.744,7479
"7480",0.874,0.05,0.032,0.044,7480
"7481",0.804,0.078,0.066,0.052,7481
"7482",0.024,0.786,0.122,0.068,7482
"7483",0.824,0.058,0.09,0.028,7483
"7484",0.706,0.112,0.094,0.088,7484
"7485",0.058,0.866,0.04,0.036,7485
"7486",0.042,0.106,0.798,0.054,7486
"7487",0.098,0.282,0.438,0.182,7487
"7488",0.036,0.076,0.732,0.156,7488
"7489",0.234,0.096,0.364,0.306,7489
"7490",0.032,0.778,0.028,0.162,7490
"7491",0.032,0.81,0.05,0.108,7491
"7492",0.096,0.022,0.832,0.05,7492
"7493",0.042,0.052,0.082,0.824,7493
"7494",0.76,0.044,0.058,0.138,7494
"7495",0.022,0.078,0.858,0.042,7495
"7496",0.028,0.76,0.078,0.134,7496
"7497",0.046,0.028,0.87,0.056,7497
"7498",0.114,0.606,0.066,0.214,7498
"7499",0.058,0.042,0.81,0.09,7499
"7500",0.064,0.866,0.028,0.042,7500
"7501",0.044,0.054,0.08,0.822,7501
"7502",0.054,0.072,0.038,0.836,7502
"7503",0.048,0.776,0.042,0.134,7503
"7504",0.046,0.182,0.054,0.718,7504
"7505",0.096,0.092,0.032,0.78,7505
"7506",0.076,0.264,0.456,0.204,7506
"7507",0.078,0.036,0.744,0.142,7507
"7508",0.836,0.064,0.048,0.052,7508
"7509",0.762,0.08,0.032,0.126,7509
"7510",0.03,0.13,0.086,0.754,7510
"7511",0.128,0.38,0.37,0.122,7511
"7512",0.124,0.06,0.776,0.04,7512
"7513",0.456,0.26,0.092,0.192,7513
"7514",0.134,0.666,0.128,0.072,7514
"7515",0.046,0.034,0.036,0.884,7515
"7516",0.044,0.044,0.128,0.784,7516
"7517",0.044,0.126,0.782,0.048,7517
"7518",0.058,0.03,0.094,0.818,7518
"7519",0.068,0.322,0.408,0.202,7519
"7520",0.098,0.224,0.1,0.578,7520
"7521",0.084,0.052,0.1,0.764,7521
"7522",0.452,0.344,0.068,0.136,7522
"7523",0.85,0.03,0.032,0.088,7523
"7524",0.096,0.82,0.018,0.066,7524
"7525",0.106,0.178,0.028,0.688,7525
"7526",0.37,0.282,0.148,0.2,7526
"7527",0.036,0.062,0.152,0.75,7527
"7528",0.166,0.056,0.08,0.698,7528
"7529",0.018,0.088,0.124,0.77,7529
"7530",0.104,0.802,0.038,0.056,7530
"7531",0.198,0.044,0.042,0.716,7531
"7532",0.11,0.064,0.038,0.788,7532
"7533",0.082,0.032,0.802,0.084,7533
"7534",0.024,0.128,0.15,0.698,7534
"7535",0.052,0.162,0.05,0.736,7535
"7536",0.054,0.816,0.09,0.04,7536
"7537",0.032,0.862,0.06,0.046,7537
"7538",0.826,0.036,0.042,0.096,7538
"7539",0.792,0.104,0.036,0.068,7539
"7540",0.056,0.132,0.754,0.058,7540
"7541",0.186,0.496,0.12,0.198,7541
"7542",0.758,0.146,0.034,0.062,7542
"7543",0.06,0.152,0.726,0.062,7543
"7544",0.07,0.07,0.732,0.128,7544
"7545",0.158,0.684,0.078,0.08,7545
"7546",0.73,0.152,0.078,0.04,7546
"7547",0.65,0.04,0.176,0.134,7547
"7548",0.042,0.76,0.148,0.05,7548
"7549",0.084,0.09,0.706,0.12,7549
"7550",0.068,0.676,0.108,0.148,7550
"7551",0.132,0.728,0.042,0.098,7551
"7552",0.182,0.634,0.036,0.148,7552
"7553",0.106,0.082,0.684,0.128,7553
"7554",0.06,0.76,0.142,0.038,7554
"7555",0.104,0.72,0.08,0.096,7555
"7556",0.026,0.744,0.13,0.1,7556
"7557",0.104,0.75,0.114,0.032,7557
"7558",0.222,0.176,0.182,0.42,7558
"7559",0.268,0.37,0.09,0.272,7559
"7560",0.11,0.352,0.16,0.378,7560
"7561",0.088,0.726,0.04,0.146,7561
"7562",0.092,0.112,0.702,0.094,7562
"7563",0.028,0.126,0.086,0.76,7563
"7564",0.798,0.044,0.056,0.102,7564
"7565",0.114,0.084,0.038,0.764,7565
"7566",0.032,0.042,0.864,0.062,7566
"7567",0.116,0.042,0.04,0.802,7567
"7568",0.346,0.08,0.344,0.23,7568
"7569",0.03,0.886,0.052,0.032,7569
"7570",0.054,0.108,0.058,0.78,7570
"7571",0.054,0.024,0.134,0.788,7571
"7572",0.072,0.06,0.824,0.044,7572
"7573",0.468,0.12,0.178,0.234,7573
"7574",0.12,0.322,0.144,0.414,7574
"7575",0.026,0.046,0.868,0.06,7575
"7576",0.778,0.054,0.038,0.13,7576
"7577",0.052,0.154,0.052,0.742,7577
"7578",0.232,0.152,0.162,0.454,7578
"7579",0.35,0.122,0.174,0.354,7579
"7580",0.064,0.062,0.074,0.8,7580
"7581",0.032,0.062,0.8,0.106,7581
"7582",0.21,0.026,0.734,0.03,7582
"7583",0.104,0.116,0.074,0.706,7583
"7584",0.094,0.04,0.02,0.846,7584
"7585",0.022,0.176,0.042,0.76,7585
"7586",0.03,0.194,0.676,0.1,7586
"7587",0.654,0.158,0.036,0.152,7587
"7588",0.032,0.054,0.032,0.882,7588
"7589",0.766,0.022,0.036,0.176,7589
"7590",0.042,0.704,0.146,0.108,7590
"7591",0.026,0.786,0.054,0.134,7591
"7592",0.12,0.032,0.036,0.812,7592
"7593",0.772,0.03,0.02,0.178,7593
"7594",0.016,0.238,0.018,0.728,7594
"7595",0.934,0.018,0.022,0.026,7595
"7596",0.036,0.892,0.042,0.03,7596
"7597",0.016,0.662,0.236,0.086,7597
"7598",0.194,0.028,0.036,0.742,7598
"7599",0.128,0.044,0.03,0.798,7599
"7600",0.014,0.102,0.864,0.02,7600
"7601",0.2,0.208,0.312,0.28,7601
"7602",0.036,0.296,0.018,0.65,7602
"7603",0.028,0.056,0.058,0.858,7603
"7604",0.048,0.092,0.086,0.774,7604
"7605",0.022,0.072,0.056,0.85,7605
"7606",0.046,0.18,0.026,0.748,7606
"7607",0.042,0.058,0.066,0.834,7607
"7608",0.268,0.272,0.112,0.348,7608
"7609",0.032,0.022,0.182,0.764,7609
"7610",0.04,0.022,0.202,0.736,7610
"7611",0.112,0.11,0.178,0.6,7611
"7612",0.08,0.036,0.05,0.834,7612
"7613",0.246,0.148,0.196,0.41,7613
"7614",0.018,0.226,0.024,0.732,7614
"7615",0.034,0.106,0.014,0.846,7615
"7616",0.008,0.074,0.09,0.828,7616
"7617",0.038,0.098,0.034,0.83,7617
"7618",0.02,0.184,0.044,0.752,7618
"7619",0.04,0.16,0.042,0.758,7619
"7620",0.414,0.21,0.108,0.268,7620
"7621",0.42,0.17,0.118,0.292,7621
"7622",0.206,0.214,0.15,0.43,7622
"7623",0.068,0.072,0.034,0.826,7623
"7624",0.058,0.078,0.074,0.79,7624
"7625",0.694,0.116,0.092,0.098,7625
"7626",0.8,0.078,0.054,0.068,7626
"7627",0.066,0.75,0.13,0.054,7627
"7628",0.122,0.602,0.104,0.172,7628
"7629",0.116,0.028,0.056,0.8,7629
"7630",0.088,0.496,0.156,0.26,7630
"7631",0.064,0.816,0.076,0.044,7631
"7632",0.084,0.096,0.058,0.762,7632
"7633",0.06,0.034,0.788,0.118,7633
"7634",0.184,0.128,0.412,0.276,7634
"7635",0.044,0.056,0.044,0.856,7635
"7636",0.178,0.134,0.28,0.408,7636
"7637",0.074,0.08,0.774,0.072,7637
"7638",0.818,0.068,0.04,0.074,7638
"7639",0.744,0.188,0.02,0.048,7639
"7640",0.036,0.078,0.812,0.074,7640
"7641",0.05,0.06,0.82,0.07,7641
"7642",0.486,0.182,0.124,0.208,7642
"7643",0.798,0.024,0.042,0.136,7643
"7644",0.098,0.726,0.07,0.106,7644
"7645",0.034,0.13,0.086,0.75,7645
"7646",0.246,0.256,0.342,0.156,7646
"7647",0.838,0.056,0.058,0.048,7647
"7648",0.722,0.158,0.04,0.08,7648
"7649",0.814,0.102,0.038,0.046,7649
"7650",0.076,0.086,0.136,0.702,7650
"7651",0.284,0.264,0.304,0.148,7651
"7652",0.088,0.812,0.03,0.07,7652
"7653",0.066,0.084,0.056,0.794,7653
"7654",0.064,0.084,0.088,0.764,7654
"7655",0.2,0.504,0.192,0.104,7655
"7656",0.104,0.038,0.79,0.068,7656
"7657",0.054,0.112,0.082,0.752,7657
"7658",0.152,0.702,0.05,0.096,7658
"7659",0.054,0.748,0.1,0.098,7659
"7660",0.064,0.154,0.73,0.052,7660
"7661",0.066,0.078,0.832,0.024,7661
"7662",0.066,0.114,0.796,0.024,7662
"7663",0.21,0.656,0.058,0.076,7663
"7664",0.76,0.07,0.094,0.076,7664
"7665",0.714,0.152,0.06,0.074,7665
"7666",0.42,0.228,0.152,0.2,7666
"7667",0.098,0.764,0.046,0.092,7667
"7668",0.73,0.086,0.13,0.054,7668
"7669",0.688,0.152,0.052,0.108,7669
"7670",0.102,0.156,0.688,0.054,7670
"7671",0.052,0.722,0.13,0.096,7671
"7672",0.044,0.694,0.204,0.058,7672
"7673",0.706,0.066,0.144,0.084,7673
"7674",0.056,0.086,0.792,0.066,7674
"7675",0.172,0.468,0.158,0.202,7675
"7676",0.46,0.2,0.208,0.132,7676
"7677",0.068,0.34,0.342,0.25,7677
"7678",0.03,0.084,0.066,0.82,7678
"7679",0.042,0.062,0.764,0.132,7679
"7680",0.1,0.154,0.556,0.19,7680
"7681",0.134,0.064,0.088,0.714,7681
"7682",0.114,0.112,0.51,0.264,7682
"7683",0.128,0.296,0.164,0.412,7683
"7684",0.108,0.05,0.042,0.8,7684
"7685",0.59,0.082,0.1,0.228,7685
"7686",0.078,0.064,0.056,0.802,7686
"7687",0.842,0.036,0.06,0.062,7687
"7688",0.096,0.154,0.046,0.704,7688
"7689",0.096,0.052,0.122,0.73,7689
"7690",0.822,0.066,0.044,0.068,7690
"7691",0.052,0.044,0.824,0.08,7691
"7692",0.228,0.19,0.304,0.278,7692
"7693",0.096,0.476,0.162,0.266,7693
"7694",0.08,0.776,0.026,0.118,7694
"7695",0.084,0.066,0.79,0.06,7695
"7696",0.034,0.03,0.164,0.772,7696
"7697",0.072,0.852,0.02,0.056,7697
"7698",0.046,0.102,0.204,0.648,7698
"7699",0.05,0.804,0.07,0.076,7699
"7700",0.834,0.064,0.052,0.05,7700
"7701",0.726,0.058,0.048,0.168,7701
"7702",0.23,0.124,0.144,0.502,7702
"7703",0.828,0.042,0.042,0.088,7703
"7704",0.028,0.038,0.86,0.074,7704
"7705",0.496,0.156,0.19,0.158,7705
"7706",0.478,0.12,0.178,0.224,7706
"7707",0.078,0.828,0.05,0.044,7707
"7708",0.154,0.48,0.126,0.24,7708
"7709",0.474,0.228,0.088,0.21,7709
"7710",0.048,0.748,0.052,0.152,7710
"7711",0.832,0.06,0.042,0.066,7711
"7712",0.05,0.23,0.682,0.038,7712
"7713",0.108,0.546,0.12,0.226,7713
"7714",0.708,0.058,0.056,0.178,7714
"7715",0.086,0.142,0.072,0.7,7715
"7716",0.166,0.706,0.068,0.06,7716
"7717",0.672,0.228,0.072,0.028,7717
"7718",0.198,0.09,0.648,0.064,7718
"7719",0.206,0.354,0.278,0.162,7719
"7720",0.114,0.782,0.056,0.048,7720
"7721",0.138,0.754,0.052,0.056,7721
"7722",0.16,0.27,0.36,0.21,7722
"7723",0.112,0.184,0.67,0.034,7723
"7724",0.16,0.652,0.122,0.066,7724
"7725",0.658,0.116,0.138,0.088,7725
"7726",0.672,0.206,0.07,0.052,7726
"7727",0.094,0.75,0.114,0.042,7727
"7728",0.156,0.228,0.238,0.378,7728
"7729",0.082,0.126,0.69,0.102,7729
"7730",0.036,0.754,0.116,0.094,7730
"7731",0.088,0.16,0.058,0.694,7731
"7732",0.156,0.718,0.076,0.05,7732
"7733",0.7,0.172,0.048,0.08,7733
"7734",0.738,0.038,0.084,0.14,7734
"7735",0.102,0.552,0.164,0.182,7735
"7736",0.682,0.116,0.048,0.154,7736
"7737",0.04,0.044,0.834,0.082,7737
"7738",0.064,0.192,0.7,0.044,7738
"7739",0.056,0.708,0.086,0.15,7739
"7740",0.058,0.734,0.072,0.136,7740
"7741",0.048,0.08,0.75,0.122,7741
"7742",0.372,0.128,0.156,0.344,7742
"7743",0.036,0.18,0.74,0.044,7743
"7744",0.308,0.16,0.234,0.298,7744
"7745",0.774,0.08,0.056,0.09,7745
"7746",0.048,0.156,0.682,0.114,7746
"7747",0.274,0.156,0.302,0.268,7747
"7748",0.032,0.056,0.846,0.066,7748
"7749",0.268,0.224,0.146,0.362,7749
"7750",0.06,0.148,0.728,0.064,7750
"7751",0.234,0.232,0.398,0.136,7751
"7752",0.182,0.266,0.44,0.112,7752
"7753",0.196,0.042,0.674,0.088,7753
"7754",0.152,0.268,0.306,0.274,7754
"7755",0.044,0.07,0.798,0.088,7755
"7756",0.19,0.288,0.242,0.28,7756
"7757",0.052,0.038,0.762,0.148,7757
"7758",0.096,0.708,0.044,0.152,7758
"7759",0.26,0.162,0.224,0.354,7759
"7760",0.676,0.072,0.132,0.12,7760
"7761",0.122,0.664,0.152,0.062,7761
"7762",0.222,0.18,0.248,0.35,7762
"7763",0.144,0.266,0.234,0.356,7763
"7764",0.074,0.098,0.746,0.082,7764
"7765",0.738,0.058,0.082,0.122,7765
"7766",0.704,0.076,0.106,0.114,7766
"7767",0.378,0.372,0.132,0.118,7767
"7768",0.796,0.1,0.05,0.054,7768
"7769",0.138,0.064,0.706,0.092,7769
"7770",0.694,0.106,0.05,0.15,7770
"7771",0.27,0.216,0.254,0.26,7771
"7772",0.786,0.068,0.082,0.064,7772
"7773",0.044,0.09,0.792,0.074,7773
"7774",0.122,0.056,0.704,0.118,7774
"7775",0.054,0.802,0.052,0.092,7775
"7776",0.044,0.076,0.164,0.716,7776
"7777",0.072,0.09,0.13,0.708,7777
"7778",0.122,0.1,0.73,0.048,7778
"7779",0.738,0.092,0.114,0.056,7779
"7780",0.038,0.134,0.106,0.722,7780
"7781",0.152,0.054,0.08,0.714,7781
"7782",0.034,0.046,0.102,0.818,7782
"7783",0.794,0.056,0.074,0.076,7783
"7784",0.806,0.052,0.06,0.082,7784
"7785",0.7,0.028,0.226,0.046,7785
"7786",0.15,0.03,0.072,0.748,7786
"7787",0.774,0.076,0.06,0.09,7787
"7788",0.19,0.04,0.074,0.696,7788
"7789",0.794,0.05,0.064,0.092,7789
"7790",0.042,0.04,0.132,0.786,7790
"7791",0.056,0.024,0.136,0.784,7791
"7792",0.122,0.05,0.74,0.088,7792
"7793",0.082,0.336,0.138,0.444,7793
"7794",0.036,0.208,0.042,0.714,7794
"7795",0.044,0.698,0.072,0.186,7795
"7796",0.08,0.044,0.092,0.784,7796
"7797",0.024,0.192,0.03,0.754,7797
"7798",0.086,0.07,0.04,0.804,7798
"7799",0.042,0.048,0.762,0.148,7799
"7800",0.806,0.058,0.05,0.086,7800
"7801",0.036,0.09,0.826,0.048,7801
"7802",0.35,0.094,0.136,0.42,7802
"7803",0.064,0.228,0.326,0.382,7803
"7804",0.718,0.112,0.052,0.118,7804
"7805",0.146,0.394,0.108,0.352,7805
"7806",0.052,0.068,0.048,0.832,7806
"7807",0.146,0.074,0.052,0.728,7807
"7808",0.12,0.524,0.12,0.236,7808
"7809",0.382,0.144,0.216,0.258,7809
"7810",0.288,0.274,0.118,0.32,7810
"7811",0.08,0.754,0.05,0.116,7811
"7812",0.07,0.036,0.804,0.09,7812
"7813",0.73,0.026,0.088,0.156,7813
"7814",0.11,0.716,0.046,0.128,7814
"7815",0.134,0.342,0.2,0.324,7815
"7816",0.094,0.048,0.14,0.718,7816
"7817",0.13,0.796,0.032,0.042,7817
"7818",0.118,0.774,0.042,0.066,7818
"7819",0.772,0.1,0.056,0.072,7819
"7820",0.08,0.032,0.836,0.052,7820
"7821",0.05,0.194,0.718,0.038,7821
"7822",0.084,0.786,0.026,0.104,7822
"7823",0.812,0.044,0.06,0.084,7823
"7824",0.05,0.872,0.022,0.056,7824
"7825",0.06,0.79,0.062,0.088,7825
"7826",0.078,0.036,0.112,0.774,7826
"7827",0.05,0.772,0.062,0.116,7827
"7828",0.776,0.062,0.09,0.072,7828
"7829",0.12,0.068,0.102,0.71,7829
"7830",0.054,0.092,0.022,0.832,7830
"7831",0.53,0.088,0.158,0.224,7831
"7832",0.026,0.13,0.74,0.104,7832
"7833",0.058,0.248,0.388,0.306,7833
"7834",0.1,0.09,0.082,0.728,7834
"7835",0.016,0.116,0.122,0.746,7835
"7836",0.06,0.378,0.088,0.474,7836
"7837",0.098,0.072,0.06,0.77,7837
"7838",0.032,0.024,0.118,0.826,7838
"7839",0.052,0.164,0.044,0.74,7839
"7840",0.108,0.07,0.04,0.782,7840
"7841",0.318,0.078,0.144,0.46,7841
"7842",0.102,0.096,0.018,0.784,7842
"7843",0.146,0.034,0.08,0.74,7843
"7844",0.036,0.05,0.034,0.88,7844
"7845",0.138,0.196,0.04,0.626,7845
"7846",0.032,0.03,0.032,0.906,7846
"7847",0.21,0.018,0.03,0.742,7847
"7848",0.774,0.016,0.044,0.166,7848
"7849",0.066,0.778,0.032,0.124,7849
"7850",0.05,0.472,0.408,0.07,7850
"7851",0.074,0.134,0.034,0.758,7851
"7852",0.056,0.048,0.05,0.846,7852
"7853",0.15,0.022,0.056,0.772,7853
"7854",0.056,0.03,0.046,0.868,7854
"7855",0.042,0.05,0.016,0.892,7855
"7856",0.018,0.784,0.05,0.148,7856
"7857",0.092,0.072,0.536,0.3,7857
"7858",0.02,0.198,0.744,0.038,7858
"7859",0.214,0.082,0.388,0.316,7859
"7860",0.062,0.664,0.04,0.234,7860
"7861",0.024,0.252,0.024,0.7,7861
"7862",0.1,0.072,0.498,0.33,7862
"7863",0.074,0.072,0.652,0.202,7863
"7864",0.028,0.134,0.728,0.11,7864
"7865",0.02,0.672,0.08,0.228,7865
"7866",0.16,0.066,0.092,0.682,7866
"7867",0.178,0.35,0.128,0.344,7867
"7868",0.58,0.138,0.08,0.202,7868
"7869",0.41,0.174,0.27,0.146,7869
"7870",0.086,0.036,0.154,0.724,7870
"7871",0.076,0.156,0.044,0.724,7871
"7872",0.094,0.498,0.176,0.232,7872
"7873",0.048,0.028,0.062,0.862,7873
"7874",0.098,0.03,0.088,0.784,7874
